 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
  115          1             0       -1.622036   -5.970994   -1.465884
  116          1             0       -2.901312   -2.427884    0.241514
  117          6             0       -0.789419    0.727893   -6.611999
  118          6             0       -0.752813    1.936892   -6.603501
  119          6             0       -0.695905    3.323793   -6.354803
  120          6             0       -0.419803    4.264689   -7.327506
  121          6             0       -0.313795    5.622789   -6.997009
  122          6             0       -0.454788    6.056192   -5.703009
  123          6             0       -0.743589    5.127096   -4.680406
  124          6             0       -0.849783    5.488499   -3.320507
  125          7             0       -1.116084    4.614102   -2.374304
  126          6             0       -1.350192    3.314202   -2.701201
  127          6             0       -1.248499    2.859300   -3.981501
  128          6             0       -0.898198    3.752996   -5.012603
  129          1             0       -0.274408    3.951987   -8.350306
  130          1             0       -0.100594    6.332587   -7.781611
  131          1             0       -0.344882    7.100792   -5.458511
  132          1             0       -0.695976    6.517798   -3.013709
  133          1             0       -1.632993    2.646005   -1.888899
  134          1             0       -1.427805    1.823600   -4.220698
  135          6             0       -0.862227   -0.682607   -6.617496
  136          6             0       -1.425234   -1.355806   -7.703293
  137          6             0       -1.523341   -2.734505   -7.675990
  138          6             0       -1.048441   -3.448806   -6.590290
  139          6             0       -0.471334   -2.787907   -5.502493
  140          6             0       -0.391827   -1.400608   -5.514396
  141          1             0       -1.784334   -0.796206   -8.553392
  142          1             0       -1.967447   -3.257205   -8.509387
  143          1             0       -1.145347   -4.523405   -6.580988
  144          1             0        0.073579   -0.870609   -4.697899
  145          6             0        0.062466   -3.597008   -4.391794
  146          6             0        0.789259   -4.755512   -4.682894
  147          6             0        1.234658   -5.563713   -3.651695
  148          6             0        0.940365   -5.205709   -2.349294
  149          7             0        0.271171   -4.081605   -2.060694
  150          6             0       -0.152528   -3.287405   -3.048294
  151          1             0        1.005754   -5.011715   -5.708095
  152          1             0        1.792153   -6.463516   -3.855295
  153          1             0        1.247064   -5.835209   -1.516394
  154          1             0       -0.696922   -2.398501   -2.746793
 --------------------------------------------------------------------
     1 basis functions        1 primitive gaussians
     1 alpha electrons        1 beta electrons
 
 Harmonic frequencies (cm**-1), IR intensities (KM/Mole),
 Raman scattering activities (A**4/amu), Raman depolarization ratios,
 reduced masses (AMU), force constants (mDyne/A) and normal coordinates:
                      1                      2                      3
                        a                      a                      a 
 Frequencies --     5.7337                 7.1507                 7.7901
 Red. masses --    11.5726                17.2418                17.2813
 Frc consts  --     0.0000                 0.0000                 0.0000
 IR Inten    --     0.1003                 0.5173                 0.5287
 Raman Activ --     0.0000                 0.0000                 0.0000
 Depolar     --     0.0000                 0.0000                 0.0000
 Atom AN      X      Y      Z        X      Y      Z        X      Y      Z
   1  46     0.01   0.00   0.04     0.03   0.01   0.22    -0.22  -0.01   0.03
   2  46     0.01   0.00   0.02     0.04   0.00   0.10    -0.11  -0.01   0.05
   3   6     0.01   0.01   0.10     0.02  -0.02  -0.17    -0.06  -0.00  -0.04
   4   6     0.00   0.01   0.10     0.02  -0.01  -0.18    -0.07  -0.00  -0.04
   5   6    -0.00   0.01   0.10     0.03  -0.01  -0.17    -0.07  -0.00  -0.04
   6   6    -0.01   0.01   0.13     0.04  -0.01  -0.25    -0.07  -0.00  -0.05
   7   6    -0.01   0.01   0.13     0.05  -0.01  -0.24    -0.07  -0.00  -0.04
   8   6    -0.01   0.01   0.10     0.04  -0.01  -0.16    -0.07  -0.01  -0.03
   9   6    -0.00   0.01   0.07     0.03  -0.01  -0.08    -0.07  -0.01  -0.02
  10   6    -0.00   0.00   0.05     0.02  -0.02  -0.01    -0.07  -0.01  -0.00
  11   7     0.00   0.00   0.02     0.01  -0.02   0.06    -0.08  -0.01   0.01
  12   6     0.01   0.01   0.01    -0.01  -0.03   0.06    -0.08  -0.01   0.00
  13   6     0.01   0.01   0.04    -0.00  -0.03  -0.01    -0.07  -0.01  -0.01
  14   6     0.00   0.01   0.07     0.02  -0.02  -0.09    -0.07  -0.01  -0.02
  15   1    -0.00   0.00   0.04     0.01  -0.00  -0.09    -0.02  -0.00  -0.02
  16   1    -0.01   0.00   0.04     0.02  -0.00  -0.09    -0.02  -0.00  -0.01
  17   1    -0.00   0.00   0.03     0.01  -0.00  -0.05    -0.02  -0.00  -0.01
  18   1    -0.00   0.00   0.01     0.01  -0.00  -0.00    -0.02  -0.00   0.00
  19   1     0.01   0.00  -0.00    -0.01  -0.01   0.04    -0.02  -0.00   0.00
  20   1     0.01   0.00   0.01    -0.00  -0.01  -0.00    -0.02  -0.00  -0.00
  21   6     0.01   0.01   0.09     0.00  -0.02  -0.16    -0.05  -0.00  -0.04
  22   6     0.02   0.02   0.10    -0.02  -0.03  -0.20    -0.06  -0.00  -0.04
  23   6     0.02   0.02   0.09    -0.04  -0.04  -0.18    -0.05  -0.00  -0.03
  24   6     0.02   0.02   0.07    -0.02  -0.02  -0.13    -0.04  -0.00  -0.02
  25   6     0.01   0.01   0.06     0.00  -0.01  -0.10    -0.04  -0.00  -0.02
  26   6     0.01   0.01   0.07     0.01  -0.00  -0.12    -0.05  -0.00  -0.02
  27   1     0.01   0.01   0.03    -0.01  -0.01  -0.07    -0.02   0.00  -0.01
  28   1     0.01   0.01   0.03    -0.02  -0.01  -0.06    -0.02   0.00  -0.01
  29   1     0.01   0.00   0.02    -0.01  -0.01  -0.04    -0.01  -0.00  -0.01
  30   1    -0.00   0.00   0.02     0.01   0.00  -0.03    -0.01  -0.00  -0.01
  31   6     0.00   0.00   0.04     0.01   0.01  -0.05    -0.04  -0.00  -0.01
  32   6    -0.00  -0.00   0.04     0.03   0.02  -0.04    -0.03  -0.00  -0.01
  33   6    -0.01  -0.01   0.02     0.04   0.03   0.00    -0.03   0.00   0.00
  34   6    -0.00  -0.01   0.00     0.03   0.03   0.03    -0.03   0.00   0.01
  35   7     0.00  -0.00   0.01     0.02   0.02   0.03    -0.04  -0.00   0.01
  36   6     0.01   0.00   0.03     0.01   0.01  -0.02    -0.04  -0.00   0.00
  37   1    -0.00  -0.00   0.01     0.01   0.01  -0.02    -0.01  -0.00  -0.00
  38   1    -0.00  -0.00   0.00     0.01   0.01   0.00    -0.01   0.00   0.00
  39   1    -0.00  -0.00  -0.00     0.01   0.01   0.02    -0.01   0.00   0.01
  40   1     0.00   0.00   0.01    -0.00   0.00  -0.01    -0.01  -0.00  -0.00
  41   6     0.12  -0.00   0.01    -0.06  -0.00   0.06     0.15   0.00   0.02
  42   6     0.12  -0.00   0.01    -0.07  -0.00   0.07     0.16   0.00   0.02
  43   6     0.12  -0.00   0.02    -0.07  -0.00   0.07     0.15   0.00   0.02
  44   6     0.16   0.00   0.03    -0.09  -0.01   0.06     0.21   0.01   0.04
  45   6     0.16   0.00   0.04    -0.08  -0.01   0.06     0.20   0.01   0.04
  46   6     0.12   0.00   0.03    -0.06  -0.00   0.07     0.13   0.00   0.04
  47   6     0.08  -0.00   0.02    -0.04   0.00   0.07     0.07  -0.01   0.02
  48   6     0.05  -0.00   0.02    -0.01   0.01   0.07     0.00  -0.02   0.02
  49   7     0.01  -0.00   0.01     0.01   0.01   0.08    -0.06  -0.03   0.01
  50   6     0.01  -0.01   0.00     0.00   0.01   0.08    -0.06  -0.03  -0.01
  51   6     0.04  -0.01   0.00    -0.02   0.01   0.08     0.00  -0.02  -0.00
  52   6     0.08  -0.00   0.02    -0.04   0.00   0.07     0.07  -0.01   0.01
  53   1     0.05   0.00   0.01    -0.03  -0.00   0.02     0.08   0.01   0.01
  54   1     0.05   0.00   0.01    -0.03  -0.00   0.02     0.07   0.01   0.02
  55   1     0.03   0.00   0.01    -0.02   0.00   0.02     0.04   0.00   0.01
  56   1     0.01   0.00   0.01    -0.00   0.00   0.02    -0.00  -0.00   0.01
  57   1    -0.01  -0.00  -0.00     0.01   0.00   0.02    -0.03  -0.01  -0.01
  58   1     0.01  -0.00  -0.00    -0.01   0.00   0.02     0.00  -0.01  -0.00
  59   6     0.11  -0.00   0.00    -0.06  -0.00   0.05     0.15   0.00   0.00
  60   6     0.13  -0.01  -0.01    -0.06  -0.00   0.06     0.18  -0.01  -0.02
  61   6     0.12  -0.01  -0.02    -0.05   0.00   0.05     0.17  -0.01  -0.03
  62   6     0.09  -0.01  -0.01    -0.03   0.00   0.05     0.12  -0.01  -0.02
  63   6     0.08  -0.00  -0.00    -0.03   0.00   0.04     0.09   0.00   0.00
  64   6     0.08   0.00   0.01    -0.04   0.00   0.05     0.10   0.01   0.01
  65   1     0.04  -0.00  -0.00    -0.02  -0.00   0.02     0.06  -0.00  -0.01
  66   1     0.04  -0.01  -0.01    -0.02   0.00   0.02     0.06  -0.01  -0.01
  67   1     0.02  -0.00  -0.01    -0.01   0.00   0.01     0.03  -0.00  -0.01
  68   1     0.02   0.00   0.01    -0.01   0.00   0.01     0.02   0.00   0.01
  69   6     0.05   0.00   0.01    -0.01   0.00   0.04     0.05   0.01   0.01
  70   6     0.04   0.01   0.01    -0.01  -0.00   0.03     0.04   0.02   0.03
  71   6     0.01   0.02   0.02     0.01  -0.01   0.03    -0.00   0.03   0.04
  72   6    -0.00   0.01   0.02     0.02  -0.00   0.03    -0.04   0.03   0.03
  73   7     0.01   0.01   0.01     0.01   0.00   0.04    -0.03   0.02   0.02
  74   6     0.03   0.00   0.00    -0.00   0.00   0.04     0.01   0.01   0.01
  75   1     0.02   0.00   0.01    -0.00  -0.00   0.01     0.02   0.01   0.01
  76   1     0.00   0.01   0.01     0.00  -0.00   0.01    -0.00   0.01   0.01
  77   1    -0.01   0.00   0.01     0.01  -0.00   0.01    -0.02   0.01   0.01
  78   1     0.01  -0.00  -0.00    -0.00   0.00   0.01     0.00   0.00  -0.00
  79   6    -0.00   0.01  -0.16     0.01   0.00  -0.13    -0.06  -0.01  -0.04
  80   6     0.00   0.01  -0.16     0.02   0.00  -0.13    -0.07  -0.01  -0.05
  81   6     0.01   0.01  -0.16     0.02   0.00  -0.13    -0.07  -0.01  -0.04
  82   6     0.02   0.00  -0.22     0.03  -0.01  -0.19    -0.07  -0.01  -0.05
  83   6     0.03  -0.00  -0.21     0.03  -0.01  -0.18    -0.07  -0.01  -0.05
  84   6     0.03   0.00  -0.16     0.03   0.00  -0.12    -0.07  -0.01  -0.03
  85   6     0.01   0.01  -0.10     0.02   0.01  -0.06    -0.07  -0.00  -0.02
  86   6     0.01   0.01  -0.05     0.02   0.02   0.01    -0.07   0.00  -0.01
  87   7    -0.00   0.01   0.01     0.01   0.03   0.07    -0.08   0.00   0.00
  88   6    -0.01   0.02   0.01    -0.01   0.03   0.06    -0.08   0.00  -0.00
  89   6    -0.01   0.02  -0.04    -0.00   0.02   0.01    -0.08  -0.00  -0.02
  90   6     0.00   0.01  -0.10     0.01   0.01  -0.06    -0.07  -0.00  -0.03
  91   1     0.01  -0.00  -0.08     0.01  -0.00  -0.07    -0.02  -0.00  -0.02
  92   1     0.01  -0.00  -0.07     0.01  -0.00  -0.07    -0.02  -0.00  -0.02
  93   1     0.01   0.00  -0.05     0.01   0.00  -0.03    -0.02  -0.00  -0.01
  94   1     0.01   0.00  -0.01     0.01   0.00   0.00    -0.02   0.00  -0.00
  95   1    -0.01   0.01   0.02    -0.00   0.01   0.03    -0.02   0.00   0.00
  96   1    -0.01   0.01  -0.01    -0.00   0.01   0.00    -0.02  -0.00  -0.01
  97   6    -0.01   0.01  -0.14     0.00   0.00  -0.12    -0.06  -0.01  -0.04
  98   6    -0.03   0.02  -0.17    -0.02   0.01  -0.14    -0.06  -0.01  -0.04
  99   6    -0.04   0.02  -0.15    -0.03   0.01  -0.13    -0.05  -0.01  -0.03
 100   6    -0.03   0.01  -0.11    -0.02   0.01  -0.09    -0.05  -0.00  -0.02
 101   6    -0.01   0.00  -0.09     0.00  -0.00  -0.07    -0.04  -0.00  -0.02
 102   6    -0.00   0.00  -0.11     0.01  -0.00  -0.08    -0.05  -0.00  -0.02
 103   1    -0.01   0.01  -0.06    -0.01   0.01  -0.05    -0.02  -0.00  -0.01
 104   1    -0.02   0.01  -0.05    -0.01   0.01  -0.04    -0.02  -0.00  -0.01
 105   1    -0.01   0.00  -0.03    -0.01   0.00  -0.02    -0.01  -0.00  -0.00
 106   1     0.00  -0.00  -0.03     0.01  -0.00  -0.02    -0.01  -0.00  -0.01
 107   6     0.00  -0.00  -0.06     0.01  -0.01  -0.03    -0.04  -0.00  -0.00
 108   6     0.01  -0.01  -0.05     0.03  -0.02  -0.02    -0.03  -0.01   0.00
 109   6     0.02  -0.02  -0.01     0.04  -0.03   0.01    -0.03  -0.01   0.01
 110   6     0.02  -0.02   0.01     0.03  -0.02   0.04    -0.03  -0.01   0.02
 111   7     0.01  -0.01   0.00     0.02  -0.02   0.03    -0.04  -0.00   0.02
 112   6    -0.00  -0.00  -0.03     0.01  -0.01  -0.00    -0.04  -0.00   0.00
 113   1     0.01  -0.00  -0.02     0.01  -0.01  -0.01    -0.01  -0.00  -0.00
 114   1     0.01  -0.01   0.00     0.01  -0.01   0.01    -0.01  -0.00   0.00
 115   1     0.01  -0.01   0.01     0.01  -0.01   0.02    -0.01  -0.00   0.01
 116   1    -0.00   0.00  -0.01     0.00  -0.00  -0.00    -0.01   0.00   0.00
 117   6    -0.13  -0.02   0.01    -0.02   0.01   0.06     0.15   0.02   0.02
 118   6    -0.14  -0.02   0.01    -0.02   0.01   0.07     0.16   0.02   0.02
 119   6    -0.14  -0.02   0.01    -0.01   0.00   0.07     0.15   0.02   0.03
 120   6    -0.18  -0.02  -0.01    -0.02   0.01   0.07     0.22   0.01   0.04
 121   6    -0.18  -0.01  -0.01    -0.02   0.01   0.07     0.21   0.01   0.05
 122   6    -0.14  -0.01  -0.01    -0.01   0.00   0.07     0.14   0.01   0.04
 123   6    -0.09  -0.01   0.00    -0.00   0.00   0.07     0.07   0.02   0.02
 124   6    -0.05  -0.01   0.01     0.01  -0.00   0.08     0.00   0.02   0.02
 125   7    -0.01  -0.01   0.02     0.01  -0.00   0.08    -0.06   0.02   0.00
 126   6    -0.00  -0.01   0.03     0.01  -0.00   0.07    -0.06   0.03  -0.01
 127   6    -0.04  -0.02   0.03    -0.00   0.00   0.07     0.00   0.02  -0.01
 128   6    -0.09  -0.01   0.01    -0.01   0.00   0.07     0.07   0.02   0.01
 129   1    -0.06  -0.00  -0.00    -0.01   0.00   0.02     0.08   0.00   0.02
 130   1    -0.06  -0.00  -0.01    -0.01   0.00   0.02     0.08   0.00   0.02
 131   1    -0.04  -0.00  -0.00    -0.00   0.00   0.02     0.04   0.00   0.01
 132   1    -0.01  -0.00  -0.00     0.00  -0.00   0.02    -0.00   0.00   0.01
 133   1     0.01  -0.00   0.01     0.00  -0.00   0.02    -0.04   0.01  -0.01
 134   1    -0.01  -0.01   0.01    -0.00   0.00   0.02    -0.00   0.01  -0.00
 135   6    -0.12  -0.02   0.02    -0.01   0.01   0.05     0.14   0.02   0.01
 136   6    -0.14  -0.03   0.03    -0.01   0.01   0.05     0.17   0.03  -0.02
 137   6    -0.13  -0.03   0.04    -0.00   0.01   0.04     0.16   0.03  -0.03
 138   6    -0.10  -0.02   0.03     0.00   0.00   0.04     0.11   0.02  -0.02
 139   6    -0.08  -0.01   0.02     0.00   0.00   0.04     0.08   0.01   0.00
 140   6    -0.09  -0.01   0.01    -0.01   0.00   0.05     0.10   0.01   0.02
 141   1    -0.05  -0.01   0.01    -0.00   0.00   0.02     0.06   0.01  -0.01
 142   1    -0.04  -0.01   0.01    -0.00   0.00   0.01     0.05   0.01  -0.01
 143   1    -0.03  -0.01   0.01     0.00   0.00   0.01     0.03   0.01  -0.01
 144   1    -0.02  -0.00  -0.00    -0.00  -0.00   0.01     0.02  -0.00   0.01
 145   6    -0.05  -0.00   0.01     0.00  -0.00   0.04     0.04  -0.01   0.02
 146   6    -0.04   0.01  -0.00     0.01   0.00   0.03     0.03  -0.02   0.03
 147   6    -0.01   0.01  -0.01     0.01   0.00   0.03    -0.01  -0.03   0.04
 148   6     0.01   0.01  -0.01     0.01   0.00   0.03    -0.04  -0.03   0.03
 149   7    -0.00   0.01   0.00     0.01  -0.00   0.04    -0.03  -0.02   0.02
 150   6    -0.03  -0.00   0.01     0.01  -0.00   0.04     0.01  -0.01   0.01
 151   1    -0.02   0.00  -0.00     0.00   0.00   0.01     0.02  -0.00   0.01
 152   1    -0.00   0.01  -0.01     0.00   0.00   0.01    -0.01  -0.01   0.01
 153   1     0.01   0.01  -0.00     0.01   0.00   0.01    -0.02  -0.01   0.01
 154   1    -0.01  -0.00   0.00     0.00  -0.00   0.01     0.00  -0.00   0.00
                      4                      5                      6
                        a                      a                      a 
 Frequencies --    10.5187                17.8992                18.3041
 Red. masses --    12.6991                11.1820                13.4820
 Frc consts  --     0.0000                 0.0000                 0.0000
 IR Inten    --     0.0628                 0.0399                 0.1613
 Raman Activ --     0.0000                 0.0000                 0.0000
 Depolar     --     0.0000                 0.0000                 0.0000
 Atom AN      X      Y      Z        X      Y      Z        X      Y      Z
   1  46    -0.00  -0.09   0.01    -0.02   0.01   0.01    -0.02  -0.00  -0.09
   2  46    -0.01   0.09  -0.00     0.03  -0.01  -0.02     0.09   0.01   0.10
   3   6     0.01  -0.01  -0.03    -0.00  -0.02   0.02     0.00   0.05  -0.02
   4   6     0.00  -0.01  -0.07    -0.01  -0.02  -0.04     0.00   0.05   0.00
   5   6     0.00  -0.00  -0.10    -0.01  -0.01  -0.09    -0.01   0.04   0.02
   6   6     0.00   0.01  -0.15     0.00  -0.01  -0.16    -0.02   0.05   0.05
   7   6    -0.00   0.01  -0.17     0.01   0.00  -0.20    -0.03   0.04   0.07
   8   6    -0.00  -0.00  -0.15     0.01   0.00  -0.17    -0.03   0.03   0.05
   9   6    -0.01  -0.01  -0.10     0.00  -0.01  -0.10    -0.02   0.03   0.02
  10   6    -0.01  -0.02  -0.08    -0.00  -0.00  -0.07    -0.02   0.02   0.00
  11   7    -0.01  -0.03  -0.04    -0.01  -0.01  -0.01    -0.01   0.02  -0.03
  12   6    -0.01  -0.03  -0.02    -0.02  -0.02   0.01     0.00   0.03  -0.04
  13   6    -0.01  -0.03  -0.04    -0.02  -0.02  -0.01     0.00   0.04  -0.02
  14   6    -0.00  -0.01  -0.08    -0.01  -0.01  -0.07    -0.01   0.04   0.01
  15   1     0.00   0.00  -0.05     0.00  -0.00  -0.05    -0.01   0.01   0.02
  16   1    -0.00   0.00  -0.06     0.01   0.00  -0.07    -0.01   0.01   0.03
  17   1    -0.00   0.00  -0.05     0.01   0.00  -0.06    -0.01   0.01   0.02
  18   1    -0.00  -0.01  -0.03     0.00   0.00  -0.02    -0.01   0.01   0.00
  19   1    -0.00  -0.01   0.00    -0.01  -0.01   0.01     0.00   0.01  -0.02
  20   1    -0.00  -0.01  -0.01    -0.01  -0.01   0.00     0.00   0.01  -0.01
  21   6     0.01  -0.01   0.02     0.02  -0.02   0.09    -0.00   0.05  -0.04
  22   6     0.03  -0.03   0.07     0.07  -0.03   0.18    -0.02   0.06  -0.08
  23   6     0.03  -0.04   0.12     0.10  -0.03   0.25    -0.02   0.06  -0.10
  24   6     0.02  -0.02   0.13     0.08  -0.03   0.22    -0.01   0.05  -0.08
  25   6     0.01   0.00   0.08     0.04  -0.02   0.13     0.01   0.05  -0.04
  26   6     0.00   0.01   0.03     0.01  -0.02   0.07     0.01   0.05  -0.02
  27   1     0.01  -0.01   0.02     0.02  -0.01   0.06    -0.01   0.02  -0.03
  28   1     0.01  -0.01   0.05     0.04  -0.01   0.09    -0.01   0.02  -0.04
  29   1     0.01  -0.01   0.05     0.03  -0.01   0.08    -0.00   0.02  -0.03
  30   1    -0.00   0.01  -0.00    -0.01  -0.00  -0.00     0.01   0.01   0.00
  31   6    -0.01   0.02   0.09     0.02  -0.02   0.10     0.02   0.04  -0.02
  32   6    -0.03   0.04   0.13    -0.01  -0.01   0.12     0.04   0.04  -0.04
  33   6    -0.04   0.05   0.13    -0.03  -0.02   0.08     0.06   0.04  -0.01
  34   6    -0.03   0.05   0.09    -0.02  -0.02   0.02     0.05   0.03   0.02
  35   7    -0.02   0.03   0.06     0.01  -0.02   0.00     0.03   0.03   0.03
  36   6    -0.00   0.02   0.05     0.02  -0.02   0.04     0.02   0.04   0.01
  37   1    -0.01   0.01   0.05    -0.01  -0.00   0.05     0.01   0.01  -0.02
  38   1    -0.02   0.02   0.05    -0.01  -0.01   0.03     0.02   0.01  -0.01
  39   1    -0.01   0.02   0.02    -0.01  -0.01  -0.01     0.02   0.01   0.01
  40   1     0.00   0.00   0.01     0.01  -0.01   0.01     0.00   0.01   0.00
  41   6     0.03  -0.00   0.01     0.01   0.01  -0.00    -0.01  -0.01  -0.00
  42   6     0.07   0.00   0.01    -0.03  -0.00   0.00     0.05  -0.00  -0.02
  43   6     0.10   0.01   0.01    -0.07  -0.01   0.00     0.09   0.00  -0.02
  44   6     0.14   0.02   0.01    -0.11  -0.02  -0.01     0.16   0.02  -0.02
  45   6     0.17   0.02   0.00    -0.14  -0.02  -0.01     0.19   0.03  -0.01
  46   6     0.15   0.01   0.00    -0.12  -0.02  -0.01     0.16   0.02  -0.02
  47   6     0.10  -0.00  -0.00    -0.07  -0.01  -0.00     0.10   0.00  -0.03
  48   6     0.08  -0.01  -0.00    -0.05  -0.00   0.00     0.06  -0.01  -0.03
  49   7     0.04  -0.03  -0.01    -0.02   0.01   0.00     0.01  -0.02  -0.04
  50   6     0.02  -0.03  -0.01     0.00   0.01   0.01    -0.01  -0.03  -0.04
  51   6     0.04  -0.02  -0.00    -0.01   0.01   0.01     0.01  -0.02  -0.04
  52   6     0.08  -0.01   0.00    -0.05  -0.00   0.00     0.07  -0.01  -0.03
  53   1     0.05   0.01   0.00    -0.04  -0.01  -0.00     0.05   0.01  -0.00
  54   1     0.06   0.01   0.00    -0.05  -0.01  -0.00     0.07   0.01  -0.00
  55   1     0.05   0.00  -0.00    -0.04  -0.01  -0.00     0.05   0.01  -0.00
  56   1     0.03  -0.00  -0.00    -0.02  -0.00  -0.00     0.02  -0.00  -0.01
